Year,State,CoC Number,Measures,Count
1/1/12,CA,CA-503,Chronically Homeless People in Families,9
1/1/12,CA,CA-503,Homeless Individuals,"1,985"
1/1/12,CA,CA-503,Homeless People in Families,827
1/1/12,CA,CA-503,Homeless Veterans,329
1/1/12,CA,CA-503,Sheltered Chronically Homeless,221
1/1/12,CA,CA-503,Sheltered Chronically Homeless Individuals,212
1/1/12,CA,CA-503,Sheltered Chronically Homeless People in Families,9
1/1/12,CA,CA-503,Sheltered Homeless,"1,857"
1/1/12,CA,CA-503,Sheltered Homeless Individuals,"1,035"
1/1/12,CA,CA-503,Sheltered Homeless People in Families,822
1/1/12,CA,CA-503,Sheltered Homeless Veterans,148
1/1/12,CA,CA-503,Total Homeless,"2,812"
1/1/12,CA,CA-503,Unsheltered Chronically Homeless,242
1/1/12,CA,CA-503,Unsheltered Chronically Homeless Individuals,242
1/1/12,CA,CA-503,Unsheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-503,Unsheltered Homeless,955
1/1/12,CA,CA-503,Unsheltered Homeless Individuals,950
1/1/12,CA,CA-503,Unsheltered Homeless People in Families,5
1/1/12,CA,CA-503,Unsheltered Homeless Veterans,181
1/1/12,CA,CA-504,Chronically Homeless,"1,032"
1/1/12,CA,CA-504,Chronically Homeless Individuals,"1,014"
1/1/12,CA,CA-504,Chronically Homeless People in Families,18
1/1/12,CA,CA-504,Homeless Individuals,"3,890"
1/1/12,CA,CA-504,Homeless People in Families,593
1/1/12,CA,CA-504,Homeless Veterans,384
1/1/12,CA,CA-504,Sheltered Chronically Homeless,77
1/1/12,CA,CA-504,Sheltered Chronically Homeless Individuals,60
1/1/12,CA,CA-504,Sheltered Chronically Homeless People in Families,17
1/1/12,CA,CA-504,Sheltered Homeless,"1,117"
1/1/12,CA,CA-504,Sheltered Homeless Individuals,564
1/1/12,CA,CA-504,Sheltered Homeless People in Families,553
1/1/12,CA,CA-504,Sheltered Homeless Veterans,57
1/1/12,CA,CA-504,Total Homeless,"4,483"
1/1/12,CA,CA-504,Unsheltered Chronically Homeless,955
1/1/12,CA,CA-504,Unsheltered Chronically Homeless Individuals,954
1/1/12,CA,CA-504,Unsheltered Chronically Homeless People in Families,1
1/1/12,CA,CA-504,Unsheltered Homeless,"3,366"
1/1/12,CA,CA-504,Unsheltered Homeless Individuals,"3,326"
1/1/12,CA,CA-504,Unsheltered Homeless People in Families,40
1/1/12,CA,CA-504,Unsheltered Homeless Veterans,327
1/1/12,CA,CA-505,Chronically Homeless,753
1/1/12,CA,CA-505,Chronically Homeless Individuals,721
1/1/12,CA,CA-505,Chronically Homeless People in Families,32
1/1/12,CA,CA-505,Homeless Individuals,"1,960"
1/1/12,CA,CA-505,Homeless People in Families,426
1/1/12,CA,CA-505,Homeless Veterans,82
1/1/12,CA,CA-505,Sheltered Chronically Homeless,220
1/1/12,CA,CA-505,Sheltered Chronically Homeless Individuals,193
1/1/12,CA,CA-505,Sheltered Chronically Homeless People in Families,27
1/1/12,CA,CA-505,Sheltered Homeless,896
1/1/12,CA,CA-505,Sheltered Homeless Individuals,473
1/1/12,CA,CA-505,Sheltered Homeless People in Families,423
1/1/12,CA,CA-505,Sheltered Homeless Veterans,74
1/1/12,CA,CA-505,Total Homeless,"2,386"
1/1/12,CA,CA-505,Unsheltered Chronically Homeless,533
1/1/12,CA,CA-505,Unsheltered Chronically Homeless Individuals,528
1/1/12,CA,CA-505,Unsheltered Chronically Homeless People in Families,5
1/1/12,CA,CA-505,Unsheltered Homeless,"1,490"
1/1/12,CA,CA-505,Unsheltered Homeless Individuals,"1,487"
1/1/12,CA,CA-505,Unsheltered Homeless People in Families,3
1/1/12,CA,CA-505,Unsheltered Homeless Veterans,8
1/1/12,CA,CA-506,Chronically Homeless,822
1/1/12,CA,CA-506,Chronically Homeless Individuals,794
1/1/12,CA,CA-506,Chronically Homeless People in Families,28
1/1/12,CA,CA-506,Homeless Individuals,"1,761"
1/1/12,CA,CA-506,Homeless People in Families,912
1/1/12,CA,CA-506,Homeless Veterans,290
1/1/12,CA,CA-506,Sheltered Chronically Homeless,43
1/1/12,CA,CA-506,Sheltered Chronically Homeless Individuals,43
1/1/12,CA,CA-506,Sheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-506,Sheltered Homeless,762
1/1/12,CA,CA-506,Sheltered Homeless Individuals,4
1/1/12,CA,CA-506,Sheltered Homeless People in Families,758
1/1/12,CA,CA-506,Sheltered Homeless Veterans,46
1/1/12,CA,CA-506,Total Homeless,"2,673"
1/1/12,CA,CA-506,Unsheltered Chronically Homeless,779
1/1/12,CA,CA-506,Unsheltered Chronically Homeless Individuals,751
1/1/12,CA,CA-506,Unsheltered Chronically Homeless People in Families,28
1/1/12,CA,CA-506,Unsheltered Homeless,"1,911"
1/1/12,CA,CA-506,Unsheltered Homeless Individuals,"1,757"
1/1/12,CA,CA-506,Unsheltered Homeless People in Families,154
1/1/12,CA,CA-506,Unsheltered Homeless Veterans,244
1/1/12,CA,CA-507,Chronically Homeless,163
1/1/12,CA,CA-507,Chronically Homeless Individuals,163
1/1/12,CA,CA-507,Chronically Homeless People in Families,0
1/1/12,CA,CA-507,Homeless Individuals,516
1/1/12,CA,CA-507,Homeless People in Families,209
1/1/12,CA,CA-507,Homeless Veterans,51
1/1/12,CA,CA-507,Sheltered Chronically Homeless,62
1/1/12,CA,CA-507,Sheltered Chronically Homeless Individuals,62
1/1/12,CA,CA-507,Sheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-507,Sheltered Homeless,496
1/1/12,CA,CA-507,Sheltered Homeless Individuals,287
1/1/12,CA,CA-507,Sheltered Homeless People in Families,209
1/1/12,CA,CA-507,Sheltered Homeless Veterans,26
1/1/12,CA,CA-507,Total Homeless,725
1/1/12,CA,CA-507,Unsheltered Chronically Homeless,101
1/1/12,CA,CA-507,Unsheltered Chronically Homeless Individuals,101
1/1/12,CA,CA-507,Unsheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-507,Unsheltered Homeless,229
1/1/12,CA,CA-507,Unsheltered Homeless Individuals,229
1/1/12,CA,CA-507,Unsheltered Homeless People in Families,0
1/1/12,CA,CA-507,Unsheltered Homeless Veterans,25
1/1/12,CA,CA-508,Chronically Homeless,990
1/1/12,CA,CA-508,Chronically Homeless Individuals,967
1/1/12,CA,CA-508,Chronically Homeless People in Families,23
1/1/12,CA,CA-508,Homeless Individuals,"2,345"
1/1/12,CA,CA-508,Homeless People in Families,390
1/1/12,CA,CA-508,Homeless Veterans,271
1/1/12,CA,CA-508,Sheltered Chronically Homeless,43
1/1/12,CA,CA-508,Sheltered Chronically Homeless Individuals,36
1/1/12,CA,CA-508,Sheltered Chronically Homeless People in Families,7
1/1/12,CA,CA-508,Sheltered Homeless,610
1/1/12,CA,CA-508,Sheltered Homeless Individuals,280
1/1/12,CA,CA-508,Sheltered Homeless People in Families,330
1/1/12,CA,CA-508,Sheltered Homeless Veterans,26
1/1/12,CA,CA-508,Total Homeless,"2,735"
1/1/12,CA,CA-508,Unsheltered Chronically Homeless,947
1/1/12,CA,CA-508,Unsheltered Chronically Homeless Individuals,931
1/1/12,CA,CA-508,Unsheltered Chronically Homeless People in Families,16
1/1/12,CA,CA-508,Unsheltered Homeless,"2,125"
1/1/12,CA,CA-508,Unsheltered Homeless Individuals,"2,065"
1/1/12,CA,CA-508,Unsheltered Homeless People in Families,60
1/1/12,CA,CA-508,Unsheltered Homeless Veterans,245
1/1/12,CA,CA-509,Chronically Homeless,319
1/1/12,CA,CA-509,Chronically Homeless Individuals,267
1/1/12,CA,CA-509,Chronically Homeless People in Families,52
1/1/12,CA,CA-509,Homeless Individuals,"1,347"
1/1/12,CA,CA-509,Homeless People in Families,94
1/1/12,CA,CA-509,Homeless Veterans,84
1/1/12,CA,CA-509,Sheltered Chronically Homeless,7
1/1/12,CA,CA-509,Sheltered Chronically Homeless Individuals,7
1/1/12,CA,CA-509,Sheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-509,Sheltered Homeless,127
1/1/12,CA,CA-509,Sheltered Homeless Individuals,93
1/1/12,CA,CA-509,Sheltered Homeless People in Families,34
1/1/12,CA,CA-509,Sheltered Homeless Veterans,10
1/1/12,CA,CA-509,Total Homeless,"1,441"
1/1/12,CA,CA-509,Unsheltered Chronically Homeless,312
1/1/12,CA,CA-509,Unsheltered Chronically Homeless Individuals,260
1/1/12,CA,CA-509,Unsheltered Chronically Homeless People in Families,52
1/1/12,CA,CA-509,Unsheltered Homeless,"1,314"
1/1/12,CA,CA-509,Unsheltered Homeless Individuals,"1,254"
1/1/12,CA,CA-509,Unsheltered Homeless People in Families,60
1/1/12,CA,CA-509,Unsheltered Homeless Veterans,74
1/1/12,CA,CA-510,Chronically Homeless,306
1/1/12,CA,CA-510,Chronically Homeless Individuals,288
1/1/12,CA,CA-510,Chronically Homeless People in Families,18
1/1/12,CA,CA-510,Homeless Individuals,861
1/1/12,CA,CA-510,Homeless People in Families,609
1/1/12,CA,CA-510,Homeless Veterans,49
1/1/12,CA,CA-510,Sheltered Chronically Homeless,166
1/1/12,CA,CA-510,Sheltered Chronically Homeless Individuals,166
1/1/12,CA,CA-510,Sheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-510,Sheltered Homeless,679
1/1/12,CA,CA-510,Sheltered Homeless Individuals,262
1/1/12,CA,CA-510,Sheltered Homeless People in Families,417
1/1/12,CA,CA-510,Sheltered Homeless Veterans,19
1/1/12,CA,CA-510,Total Homeless,"1,470"
1/1/12,CA,CA-510,Unsheltered Chronically Homeless,140
1/1/12,CA,CA-510,Unsheltered Chronically Homeless Individuals,122
1/1/12,CA,CA-510,Unsheltered Chronically Homeless People in Families,18
1/1/12,CA,CA-510,Unsheltered Homeless,791
1/1/12,CA,CA-510,Unsheltered Homeless Individuals,599
1/1/12,CA,CA-510,Unsheltered Homeless People in Families,192
1/1/12,CA,CA-510,Unsheltered Homeless Veterans,30
1/1/12,CA,CA-511,Chronically Homeless,236
1/1/12,CA,CA-511,Chronically Homeless Individuals,202
1/1/12,CA,CA-511,Chronically Homeless People in Families,34
1/1/12,CA,CA-511,Homeless Individuals,739
1/1/12,CA,CA-511,Homeless People in Families,830
1/1/12,CA,CA-511,Homeless Veterans,80
1/1/12,CA,CA-511,Sheltered Chronically Homeless,125
1/1/12,CA,CA-511,Sheltered Chronically Homeless Individuals,108
1/1/12,CA,CA-511,Sheltered Chronically Homeless People in Families,17
1/1/12,CA,CA-511,Sheltered Homeless,"1,322"
1/1/12,CA,CA-511,Sheltered Homeless Individuals,517
1/1/12,CA,CA-511,Sheltered Homeless People in Families,805
1/1/12,CA,CA-511,Sheltered Homeless Veterans,60
1/1/12,CA,CA-511,Total Homeless,"1,569"
1/1/12,CA,CA-511,Unsheltered Chronically Homeless,111
1/1/12,CA,CA-511,Unsheltered Chronically Homeless Individuals,94
1/1/12,CA,CA-511,Unsheltered Chronically Homeless People in Families,17
1/1/12,CA,CA-511,Unsheltered Homeless,247
1/1/12,CA,CA-511,Unsheltered Homeless Individuals,222
1/1/12,CA,CA-511,Unsheltered Homeless People in Families,25
1/1/12,CA,CA-511,Unsheltered Homeless Veterans,20
1/1/12,CA,CA-512,Chronically Homeless,496
1/1/12,CA,CA-512,Chronically Homeless Individuals,496
1/1/12,CA,CA-512,Chronically Homeless People in Families,0
1/1/12,CA,CA-512,Homeless Individuals,"1,274"
1/1/12,CA,CA-512,Homeless People in Families,571
1/1/12,CA,CA-512,Homeless Veterans,173
1/1/12,CA,CA-512,Sheltered Chronically Homeless,20
1/1/12,CA,CA-512,Sheltered Chronically Homeless Individuals,20
1/1/12,CA,CA-512,Sheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-512,Sheltered Homeless,683
1/1/12,CA,CA-512,Sheltered Homeless Individuals,245
1/1/12,CA,CA-512,Sheltered Homeless People in Families,438
1/1/12,CA,CA-512,Sheltered Homeless Veterans,26
1/1/12,CA,CA-512,Total Homeless,"1,845"
1/1/12,CA,CA-512,Unsheltered Chronically Homeless,476
1/1/12,CA,CA-512,Unsheltered Chronically Homeless Individuals,476
1/1/12,CA,CA-512,Unsheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-512,Unsheltered Homeless,"1,162"
1/1/12,CA,CA-512,Unsheltered Homeless Individuals,"1,029"
1/1/12,CA,CA-512,Unsheltered Homeless People in Families,133
1/1/12,CA,CA-512,Unsheltered Homeless Veterans,147
1/1/12,CA,CA-513,Chronically Homeless,201
1/1/12,CA,CA-513,Chronically Homeless Individuals,178
1/1/12,CA,CA-513,Chronically Homeless People in Families,23
1/1/12,CA,CA-513,Homeless Individuals,566
1/1/12,CA,CA-513,Homeless People in Families,205
1/1/12,CA,CA-513,Homeless Veterans,40
1/1/12,CA,CA-513,Sheltered Chronically Homeless,21
1/1/12,CA,CA-513,Sheltered Chronically Homeless Individuals,20
1/1/12,CA,CA-513,Sheltered Chronically Homeless People in Families,1
1/1/12,CA,CA-513,Sheltered Homeless,416
1/1/12,CA,CA-513,Sheltered Homeless Individuals,246
1/1/12,CA,CA-513,Sheltered Homeless People in Families,170
1/1/12,CA,CA-513,Sheltered Homeless Veterans,8
1/1/12,CA,CA-513,Total Homeless,771
1/1/12,CA,CA-513,Unsheltered Chronically Homeless,180
1/1/12,CA,CA-513,Unsheltered Chronically Homeless Individuals,158
1/1/12,CA,CA-513,Unsheltered Chronically Homeless People in Families,22
1/1/12,CA,CA-513,Unsheltered Homeless,355
1/1/12,CA,CA-513,Unsheltered Homeless Individuals,320
1/1/12,CA,CA-513,Unsheltered Homeless People in Families,35
1/1/12,CA,CA-513,Unsheltered Homeless Veterans,32
1/1/12,CA,CA-514,Chronically Homeless,824
1/1/12,CA,CA-514,Chronically Homeless Individuals,651
1/1/12,CA,CA-514,Chronically Homeless People in Families,173
1/1/12,CA,CA-514,Homeless Individuals,"3,554"
1/1/12,CA,CA-514,Homeless People in Families,938
1/1/12,CA,CA-514,Homeless Veterans,606
1/1/12,CA,CA-514,Sheltered Chronically Homeless,37
1/1/12,CA,CA-514,Sheltered Chronically Homeless Individuals,37
1/1/12,CA,CA-514,Sheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-514,Sheltered Homeless,670
1/1/12,CA,CA-514,Sheltered Homeless Individuals,330
1/1/12,CA,CA-514,Sheltered Homeless People in Families,340
1/1/12,CA,CA-514,Sheltered Homeless Veterans,64
1/1/12,CA,CA-514,Total Homeless,"4,492"
1/1/12,CA,CA-514,Unsheltered Chronically Homeless,787
1/1/12,CA,CA-514,Unsheltered Chronically Homeless Individuals,614
1/1/12,CA,CA-514,Unsheltered Chronically Homeless People in Families,173
1/1/12,CA,CA-514,Unsheltered Homeless,"3,822"
1/1/12,CA,CA-514,Unsheltered Homeless Individuals,"3,224"
1/1/12,CA,CA-514,Unsheltered Homeless People in Families,598
1/1/12,CA,CA-514,Unsheltered Homeless Veterans,542
1/1/12,CA,CA-515,Chronically Homeless,168
1/1/12,CA,CA-515,Chronically Homeless Individuals,107
1/1/12,CA,CA-515,Chronically Homeless People in Families,61
1/1/12,CA,CA-515,Homeless Individuals,508
1/1/12,CA,CA-515,Homeless People in Families,234
1/1/12,CA,CA-515,Homeless Veterans,59
1/1/12,CA,CA-515,Sheltered Chronically Homeless,46
1/1/12,CA,CA-515,Sheltered Chronically Homeless Individuals,31
1/1/12,CA,CA-515,Sheltered Chronically Homeless People in Families,15
1/1/12,CA,CA-515,Sheltered Homeless,387
1/1/12,CA,CA-515,Sheltered Homeless Individuals,191
1/1/12,CA,CA-515,Sheltered Homeless People in Families,196
1/1/12,CA,CA-515,Sheltered Homeless Veterans,22
1/1/12,CA,CA-515,Total Homeless,742
1/1/12,CA,CA-515,Unsheltered Chronically Homeless,122
1/1/12,CA,CA-515,Unsheltered Chronically Homeless Individuals,76
1/1/12,CA,CA-515,Unsheltered Chronically Homeless People in Families,46
1/1/12,CA,CA-515,Unsheltered Homeless,355
1/1/12,CA,CA-515,Unsheltered Homeless Individuals,317
1/1/12,CA,CA-515,Unsheltered Homeless People in Families,38
1/1/12,CA,CA-515,Unsheltered Homeless Veterans,37
1/1/12,CA,CA-516,Chronically Homeless,180
1/1/12,CA,CA-516,Chronically Homeless Individuals,79
1/1/12,CA,CA-516,Chronically Homeless People in Families,101
1/1/12,CA,CA-516,Homeless Individuals,384
1/1/12,CA,CA-516,Homeless People in Families,140
1/1/12,CA,CA-516,Homeless Veterans,67
1/1/12,CA,CA-516,Sheltered Chronically Homeless,92
1/1/12,CA,CA-516,Sheltered Chronically Homeless Individuals,40
1/1/12,CA,CA-516,Sheltered Chronically Homeless People in Families,52
1/1/12,CA,CA-516,Sheltered Homeless,342
1/1/12,CA,CA-516,Sheltered Homeless Individuals,232
1/1/12,CA,CA-516,Sheltered Homeless People in Families,110
1/1/12,CA,CA-516,Sheltered Homeless Veterans,38
1/1/12,CA,CA-516,Total Homeless,524
1/1/12,CA,CA-516,Unsheltered Chronically Homeless,88
1/1/12,CA,CA-516,Unsheltered Chronically Homeless Individuals,39
1/1/12,CA,CA-516,Unsheltered Chronically Homeless People in Families,49
1/1/12,CA,CA-516,Unsheltered Homeless,182
1/1/12,CA,CA-516,Unsheltered Homeless Individuals,152
1/1/12,CA,CA-516,Unsheltered Homeless People in Families,30
1/1/12,CA,CA-516,Unsheltered Homeless Veterans,29
1/1/12,CA,CA-517,Chronically Homeless,85
1/1/12,CA,CA-517,Chronically Homeless Individuals,84
1/1/12,CA,CA-517,Chronically Homeless People in Families,1
1/1/12,CA,CA-517,Homeless Individuals,184
1/1/12,CA,CA-517,Homeless People in Families,64
1/1/12,CA,CA-517,Homeless Veterans,14
1/1/12,CA,CA-517,Sheltered Chronically Homeless,51
1/1/12,CA,CA-517,Sheltered Chronically Homeless Individuals,50
1/1/12,CA,CA-517,Sheltered Chronically Homeless People in Families,1
1/1/12,CA,CA-517,Sheltered Homeless,156
1/1/12,CA,CA-517,Sheltered Homeless Individuals,101
1/1/12,CA,CA-517,Sheltered Homeless People in Families,55
1/1/12,CA,CA-517,Sheltered Homeless Veterans,5
1/1/12,CA,CA-517,Total Homeless,248
1/1/12,CA,CA-517,Unsheltered Chronically Homeless,34
1/1/12,CA,CA-517,Unsheltered Chronically Homeless Individuals,34
1/1/12,CA,CA-517,Unsheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-517,Unsheltered Homeless,92
1/1/12,CA,CA-517,Unsheltered Homeless Individuals,83
1/1/12,CA,CA-517,Unsheltered Homeless People in Families,9
1/1/12,CA,CA-517,Unsheltered Homeless Veterans,9
1/1/12,CA,CA-518,Chronically Homeless,64
1/1/12,CA,CA-518,Chronically Homeless Individuals,50
1/1/12,CA,CA-518,Chronically Homeless People in Families,14
1/1/12,CA,CA-518,Homeless Individuals,383
1/1/12,CA,CA-518,Homeless People in Families,239
1/1/12,CA,CA-518,Homeless Veterans,28
1/1/12,CA,CA-518,Sheltered Chronically Homeless,64
1/1/12,CA,CA-518,Sheltered Chronically Homeless Individuals,50
1/1/12,CA,CA-518,Sheltered Chronically Homeless People in Families,14
1/1/12,CA,CA-518,Sheltered Homeless,387
1/1/12,CA,CA-518,Sheltered Homeless Individuals,197
1/1/12,CA,CA-518,Sheltered Homeless People in Families,190
1/1/12,CA,CA-518,Sheltered Homeless Veterans,14
1/1/12,CA,CA-518,Total Homeless,622
1/1/12,CA,CA-518,Unsheltered Chronically Homeless,0
1/1/12,CA,CA-518,Unsheltered Chronically Homeless Individuals,0
1/1/12,CA,CA-518,Unsheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-518,Unsheltered Homeless,235
1/1/12,CA,CA-518,Unsheltered Homeless Individuals,186
1/1/12,CA,CA-518,Unsheltered Homeless People in Families,49
1/1/12,CA,CA-518,Unsheltered Homeless Veterans,14
1/1/12,CA,CA-519,Chronically Homeless,268
1/1/12,CA,CA-519,Chronically Homeless Individuals,263
1/1/12,CA,CA-519,Chronically Homeless People in Families,5
1/1/12,CA,CA-519,Homeless Individuals,760
1/1/12,CA,CA-519,Homeless People in Families,137
1/1/12,CA,CA-519,Homeless Veterans,102
1/1/12,CA,CA-519,Sheltered Chronically Homeless,31
1/1/12,CA,CA-519,Sheltered Chronically Homeless Individuals,27
1/1/12,CA,CA-519,Sheltered Chronically Homeless People in Families,4
1/1/12,CA,CA-519,Sheltered Homeless,357
1/1/12,CA,CA-519,Sheltered Homeless Individuals,247
1/1/12,CA,CA-519,Sheltered Homeless People in Families,110
1/1/12,CA,CA-519,Sheltered Homeless Veterans,32
1/1/12,CA,CA-519,Total Homeless,897
1/1/12,CA,CA-519,Unsheltered Chronically Homeless,237
1/1/12,CA,CA-519,Unsheltered Chronically Homeless Individuals,236
1/1/12,CA,CA-519,Unsheltered Chronically Homeless People in Families,1
1/1/12,CA,CA-519,Unsheltered Homeless,540
1/1/12,CA,CA-519,Unsheltered Homeless Individuals,513
1/1/12,CA,CA-519,Unsheltered Homeless People in Families,27
1/1/12,CA,CA-519,Unsheltered Homeless Veterans,70
1/1/12,CA,CA-520,Chronically Homeless,315
1/1/12,CA,CA-520,Chronically Homeless Individuals,312
1/1/12,CA,CA-520,Chronically Homeless People in Families,3
1/1/12,CA,CA-520,Homeless Individuals,479
1/1/12,CA,CA-520,Homeless People in Families,23
1/1/12,CA,CA-520,Homeless Veterans,52
1/1/12,CA,CA-520,Sheltered Chronically Homeless,109
1/1/12,CA,CA-520,Sheltered Chronically Homeless Individuals,106
1/1/12,CA,CA-520,Sheltered Chronically Homeless People in Families,3
1/1/12,CA,CA-520,Sheltered Homeless,164
1/1/12,CA,CA-520,Sheltered Homeless Individuals,141
1/1/12,CA,CA-520,Sheltered Homeless People in Families,23
1/1/12,CA,CA-520,Sheltered Homeless Veterans,8
1/1/12,CA,CA-520,Total Homeless,502
1/1/12,CA,CA-520,Unsheltered Chronically Homeless,206
1/1/12,CA,CA-520,Unsheltered Chronically Homeless Individuals,206
1/1/12,CA,CA-520,Unsheltered Chronically Homeless People in Families,0
1/1/12,CA,CA-520,Unsheltered Homeless,338
